Country,Year,index,temp70,temp45,temp26,temp70_smoothed,temp45_smoothed,temp26_smoothed,GtCO2e_cumsum70,abatement70,temp_diff70,GtCO2e_cumsum45,abatement45,temp_diff45,GtCO2e_cumsum26,abatement26,temp_diff26
AGO,2050,21,23.413415634979938,22.756904974756097,22.479237609482453,23.42657054148336,22.748191021220073,22.3661884560664,3337.039282302806,0.0,0.0,2490.9085976750175,846.1306846277885,-0.6783795202632881,1966.493090080031,1370.546192222775,-1.0603820854169612
AGO,2060,22,23.91276278681605,22.987674382759028,22.358566995102137,23.87487057754373,22.962783919574477,22.401633770979494,4349.314497009131,0.0,0.0,3022.351289627446,1326.9632073816847,-0.9120866579692546,2196.103053490544,2153.2114435185867,-1.4732368065642376
AGO,2070,23,24.27749871897926,23.117571419226238,22.419867359108256,24.329779898098202,23.18221793747854,22.408709967709807,5449.852347440911,0.0,0.0,3506.472122330704,1943.380225110207,-1.1475619606196616,2327.987341173351,3121.86500626756,-1.921069930388395
AGO,2080,24,24.768602965022744,23.467029216161983,22.472756856137305,24.790896307326065,23.386952262475397,22.383304046822836,6664.386104413549,0.0,0.0,3920.145361753433,2744.240742660116,-1.4039440448506681,2383.706679066941,4280.679425346609,-2.407592260503229
AGO,2090,25,25.3848847273516,23.585519598109276,22.288503254047402,25.23843596676143,23.594298682512985,22.348023492672624,8023.618968318464,0.0,0.0,4235.851616159866,3787.7673521585975,-1.644137284248444,2378.9372821313204,5644.681686187143,-2.890412474088805
AGO,2100,26,25.632664630470416,23.79404211141465,22.316174958485686,25.69082560245517,23.79940229496461,22.30473254028712,9538.860648266145,0.0,0.0,4464.555511897279,5074.305136368866,-1.8914233074905589,2326.220102831605,7212.64054543454,-3.386093062168051
AIA,2020,27,26.0271681814483,25.965861603708,25.940566692930304,25.964436629466665,25.989637790152074,26.01937320974676,842.8966489437206,0.0,0.0,786.3811247563308,56.515524187389815,0.025201160685409008,762.063433797282,80.83321514643865,0.054936580280095626
AIA,2030,28,26.063375232837842,26.189267306857662,26.21828387225118,26.209290974358044,26.147322903839715,26.118282745747546,1568.077861557596,0.0,0.0,1350.296984775312,217.78087678228394,-0.0619680705183292,1230.5399546264935,337.5379069311025,-0.09100822861049807
AIA,2040,29,26.52724031390568,26.328205594149527,26.260653547807195,26.44981976958164,26.30466820061787,26.2130662654716,2407.5081903645205,0.0,0.0,1926.7321054271188,480.7760849374017,-0.14515156896377235,1636.1994542882417,771.3087360762788,-0.23675350411004104
AIA,2050,30,26.66628107141568,26.418615948712407,26.264342244466167,26.68252383084809,26.4686064573272,26.2781336216062,3337.039282302806,0.0,0.0,2490.9085976750175,846.1306846277885,-0.21391737352088924,1966.493090080031,1370.546192222775,-0.40439020924188895
AIA,2060,31,26.919909529252507,26.64159430301553,26.330057225082886,26.903041948401498,26.63212717690457,26.300434572159762,4349.314497009131,0.0,0.0,3022.351289627446,1326.9632073816847,-0.2709147714969262,2196.103053490544,2153.2114435185867,-0.6026073762417354
AIA,2070,32,27.00826698585795,26.8292262889721,26.352713521321636,27.15982167706454,26.78761414432967,26.29258181053442,5449.852347440911,0.0,0.0,3506.472122330704,1943.380225110207,-0.37220753273486906,2327.987341173351,3121.86500626756,-0.8672398665301202
AIA,2080,33,27.43109422163532,26.94362122506809,26.220448256983925,27.435453597359974,26.90585465499737,26.26346574340416,6664.386104413549,0.0,0.0,3920.145361753433,2744.240742660116,-0.529598942362604,2383.706679066941,4280.679425346609,-1.1719878539558124
AIA,2090,34,27.80691878707323,27.00990221941915,26.249991635923056,27.724137175621482,26.97395542646094,26.20722096559266,8023.618968318464,0.0,0.0,4235.851616159866,3787.7673521585975,-0.7501817491605429,2378.9372821313204,5644.681686187143,-1.5169162100288212
AIA,2100,35,27.972790866427975,26.99612409803605,26.13459379408097,28.015874465856974,27.036013550463434,26.1518407743093,9538.860648266145,0.0,0.0,4464.555511897279,5074.305136368866,-0.9798609153935409,2326.220102831605,7212.64054543454,-1.8640336915476752
ALA,2020,36,5.553501845851112,5.801193607214748,6.246603670987239,5.6970719183337,5.7639986481104275,5.794559698827806,842.8966489437206,0.0,0.0,786.3811247563308,56.515524187389815,0.06692672977672753,762.063433797282,80.83321514643865,0.09748778049410589
ALA,2030,37,5.2462311921296525,6.390160850242355,5.832858445909311,5.917282885688046,5.934421781477112,5.795034862167592,1568.077861557596,0.0,0.0,1350.296984775312,217.78087678228394,0.017138895789066133,1230.5399546264935,337.5379069311025,-0.12224802352045394
ALA,2040,38,5.861302832401183,6.004353517474573,5.306064397638517,6.182314459612137,6.111686948083387,5.832581080288979,2407.5081903645205,0.0,0.0,1926.7321054271188,480.7760849374017,-0.07062751152875002,1636.1994542882417,771.3087360762788,-0.3497333793231574
